Name,Number_of_Employees,Wilaya,City
El-Rahma Palace Kitchen,85,17,2213
El-Boustane Cuisine Haven,47,46,884
Lalla Grill House,87,5,1169
El-baraka Flavors Shack,24,20,4241
El-Magharibi Cuisine Haven,42,37,666
El-baraka Grill House,24,29,720
El-Magharibi Cuisine Haven,91,54,4370
El-Djenina Taste Oasis,100,10,5658
El-Magharibi Taste Oasis,31,46,3525
El-Rahma Grill House,94,51,1810
El-Boustane Cuisine Haven,20,10,2333
El-Boustane Taste Oasis,88,35,5023
Lalla Taste Oasis,100,49,4853
El-Djenina Taste Oasis,63,48,3294
El-Rahma Palace Kitchen,47,29,4667
El-Djenina Taste Oasis,62,33,4012
Lalla Palace Kitchen,61,24,5782
El-Rahma Cuisine Haven,56,53,1746
El-baraka Cuisine Haven,58,35,3377
El-baraka Grill House,51,8,4896
Lalla Taste Oasis,100,10,1955
El-Djenina Cuisine Haven,40,41,4694
El-Magharibi Palace Kitchen,69,39,113
El-baraka Flavors Shack,76,19,4234
El-Boustane Grill House,35,7,713
El-Mesk Taste Oasis,35,23,5459
El-Mesk Flavors Shack,32,55,2537
El-Djenina Taste Oasis,24,34,4633
El-Mesk Grill House,65,37,2905
El-baraka Grill House,24,48,2546
El-Magharibi Taste Oasis,82,41,3075
El-Djenina Taste Oasis,95,40,2522
El-Mesk Cuisine Haven,31,20,2055
El-Mesk Flavors Shack,27,9,514
Lalla Flavors Shack,99,8,5569
El-Boustane Cuisine Haven,86,28,3128
El-Boustane Taste Oasis,26,47,928
El-Boustane Flavors Shack,59,28,3525
El-baraka Taste Oasis,86,5,2195
El-Rahma Cuisine Haven,73,41,2077
El-Magharibi Grill House,81,54,3251
El-Mesk Grill House,52,9,4397
El-Djenina Taste Oasis,38,16,242
Lalla Palace Kitchen,84,39,2963
El-Mesk Taste Oasis,76,42,5255
El-Magharibi Grill House,30,21,4635
El-Magharibi Palace Kitchen,60,54,2787
El-Magharibi Grill House,48,20,1782
El-baraka Flavors Shack,35,6,2747
El-baraka Taste Oasis,44,54,1788
El-Mesk Cuisine Haven,71,33,2111
El-Magharibi Flavors Shack,48,37,1281
El-Mesk Flavors Shack,76,2,1162
El-Djenina Palace Kitchen,27,35,2188
El-Magharibi Palace Kitchen,48,29,2653
El-Magharibi Grill House,88,48,5561
Lalla Flavors Shack,58,41,1166
El-baraka Flavors Shack,99,41,4878
El-Djenina Palace Kitchen,37,28,4609
El-Mesk Palace Kitchen,28,29,2624
El-Rahma Taste Oasis,45,7,5761
El-Mesk Grill House,93,49,5703
El-Djenina Grill House,89,50,2165
El-Boustane Cuisine Haven,50,2,370
El-baraka Cuisine Haven,90,16,1845
El-baraka Flavors Shack,33,7,3832
El-Boustane Flavors Shack,96,41,4140
El-Djenina Taste Oasis,43,14,4113
El-Mesk Grill House,51,41,3464
El-baraka Flavors Shack,53,39,5279
El-Mesk Grill House,78,33,3081
El-Djenina Taste Oasis,51,9,3183
El-Magharibi Cuisine Haven,42,45,3983
El-Rahma Taste Oasis,30,22,2343
Lalla Taste Oasis,87,45,200
El-Boustane Taste Oasis,50,57,3331
El-Rahma Flavors Shack,53,55,892
El-Magharibi Palace Kitchen,25,47,175
El-Rahma Grill House,85,29,2196
El-Mesk Flavors Shack,96,6,3855
El-Boustane Taste Oasis,82,53,4147
El-baraka Cuisine Haven,41,32,171
El-Magharibi Grill House,76,16,151
El-Boustane Flavors Shack,61,42,1511
El-Mesk Cuisine Haven,72,23,895
Lalla Flavors Shack,89,44,3057
El-baraka Taste Oasis,92,6,4835
El-Djenina Flavors Shack,25,40,672
El-Magharibi Flavors Shack,45,45,5573
El-Boustane Grill House,68,47,5045
Lalla Cuisine Haven,40,31,2728
El-Rahma Palace Kitchen,49,39,2573
El-Djenina Taste Oasis,78,26,5114
El-baraka Cuisine Haven,67,26,3836
Lalla Palace Kitchen,85,12,1514
El-Magharibi Palace Kitchen,31,12,2880
El-Mesk Flavors Shack,42,45,4172
Lalla Taste Oasis,34,48,2662
El-Magharibi Flavors Shack,36,14,2860
El-Rahma Taste Oasis,98,12,5443
El-Mesk Taste Oasis,53,23,3415
El-baraka Flavors Shack,24,58,3400
El-Mesk Cuisine Haven,74,27,3323
El-Magharibi Grill House,20,43,4812
El-Mesk Cuisine Haven,81,27,2872
Lalla Palace Kitchen,20,34,659
El-Magharibi Palace Kitchen,88,21,4841
Lalla Palace Kitchen,91,30,726
El-Magharibi Cuisine Haven,73,11,5189
El-baraka Taste Oasis,32,28,2111
El-Mesk Cuisine Haven,80,46,3089
El-Rahma Flavors Shack,76,8,3273
El-baraka Flavors Shack,80,32,3223
El-Magharibi Grill House,31,47,1993
El-Rahma Grill House,30,50,724
El-Mesk Grill House,37,53,3983
Lalla Palace Kitchen,40,47,140
El-Magharibi Taste Oasis,36,13,3969
Lalla Grill House,94,34,4319
El-Magharibi Grill House,28,27,1896
Lalla Cuisine Haven,74,5,2571
El-baraka Grill House,96,57,2862
El-baraka Taste Oasis,86,8,4092
Lalla Grill House,36,29,4135
El-Rahma Taste Oasis,38,9,183
Lalla Flavors Shack,58,32,1825
El-Djenina Palace Kitchen,62,42,1850
El-Mesk Flavors Shack,82,14,3203
Lalla Palace Kitchen,62,45,1259
El-baraka Palace Kitchen,25,12,565
El-Boustane Cuisine Haven,39,47,5539
El-baraka Grill House,98,50,4003
El-Rahma Taste Oasis,44,43,279
El-Magharibi Flavors Shack,52,31,2876
El-Magharibi Cuisine Haven,56,58,4360
El-Mesk Palace Kitchen,41,20,3015
El-Mesk Grill House,69,20,2997
El-baraka Palace Kitchen,80,24,4615
Lalla Taste Oasis,70,17,2969
El-Boustane Grill House,85,7,3936
El-Magharibi Palace Kitchen,62,52,1493
El-Djenina Cuisine Haven,64,54,4853
El-Djenina Grill House,69,13,253
El-Boustane Grill House,65,14,5515
Lalla Flavors Shack,52,7,71
El-Mesk Taste Oasis,34,20,208
El-Mesk Flavors Shack,48,13,1557
El-Rahma Taste Oasis,86,35,741
El-baraka Palace Kitchen,60,28,5387
El-Magharibi Palace Kitchen,56,6,4350
El-baraka Flavors Shack,84,6,582
El-Mesk Grill House,30,6,4557
El-Magharibi Grill House,42,37,5610
El-Djenina Grill House,46,11,3637
El-Magharibi Grill House,24,49,2991
El-Mesk Palace Kitchen,31,16,609
El-baraka Cuisine Haven,96,35,5097
El-Mesk Cuisine Haven,48,12,4898
El-Rahma Palace Kitchen,26,23,904
Lalla Cuisine Haven,89,35,2851
El-Djenina Palace Kitchen,56,28,1816
El-baraka Taste Oasis,92,41,440
El-Magharibi Taste Oasis,52,55,2154
El-Magharibi Grill House,60,39,874
El-Djenina Palace Kitchen,93,26,2724
El-Magharibi Taste Oasis,29,30,2383
El-Mesk Cuisine Haven,98,14,1295
El-Boustane Cuisine Haven,30,6,5536
El-Mesk Cuisine Haven,56,6,3555
El-Magharibi Grill House,39,6,5672
El-Boustane Flavors Shack,88,27,2509
Lalla Palace Kitchen,26,33,3911
Lalla Flavors Shack,63,17,2871
El-Mesk Cuisine Haven,58,47,4644
El-Magharibi Palace Kitchen,41,20,2504
El-Boustane Grill House,32,29,2386
El-baraka Palace Kitchen,39,58,3124
El-Magharibi Flavors Shack,25,30,1918
El-Djenina Palace Kitchen,68,36,3019
El-Boustane Palace Kitchen,43,15,2828
El-Djenina Palace Kitchen,92,29,2119
El-baraka Flavors Shack,24,44,2869
El-Rahma Cuisine Haven,96,46,2312
El-Boustane Cuisine Haven,22,1,4194
El-Magharibi Flavors Shack,72,44,3709
El-Magharibi Cuisine Haven,97,5,1460
El-Boustane Palace Kitchen,47,43,3766
El-Mesk Flavors Shack,31,13,1890
El-Djenina Palace Kitchen,47,51,1497
El-Mesk Palace Kitchen,23,40,312
El-baraka Taste Oasis,35,17,2286
El-Magharibi Cuisine Haven,73,8,5214
El-baraka Flavors Shack,76,22,115
El-Mesk Flavors Shack,20,29,5442
El-Magharibi Palace Kitchen,93,44,3467
El-Boustane Palace Kitchen,80,51,4849
Lalla Palace Kitchen,51,54,4891
El-Djenina Taste Oasis,24,24,3174
El-Rahma Flavors Shack,80,19,4926
El-Djenina Taste Oasis,96,31,5521
El-Magharibi Taste Oasis,32,39,2271
El-Magharibi Palace Kitchen,32,40,5362
El-Boustane Grill House,79,11,2551
El-Mesk Grill House,46,28,2464
Lalla Palace Kitchen,78,23,2862
El-baraka Flavors Shack,53,56,3633
El-Djenina Grill House,78,44,2510
El-Mesk Taste Oasis,95,31,3124
El-Djenina Flavors Shack,100,48,3048
El-Rahma Flavors Shack,57,21,4669
El-Rahma Flavors Shack,66,52,2386
El-baraka Grill House,73,1,1049
El-Magharibi Grill House,21,41,540
El-baraka Cuisine Haven,87,37,4285
El-Boustane Grill House,58,49,386
Lalla Cuisine Haven,66,55,634
El-Mesk Palace Kitchen,27,3,889
El-baraka Cuisine Haven,23,53,1233
El-Djenina Palace Kitchen,62,25,257
Lalla Flavors Shack,89,25,5777
El-baraka Grill House,26,53,1488
Lalla Taste Oasis,71,23,5111
Lalla Grill House,31,30,1607
El-Rahma Taste Oasis,46,5,4826
El-Boustane Palace Kitchen,33,17,2838
El-Boustane Palace Kitchen,83,25,2513
Lalla Flavors Shack,49,47,4002
El-Rahma Taste Oasis,31,41,4292
El-Rahma Palace Kitchen,62,24,3612
El-Mesk Grill House,87,41,5187
Lalla Taste Oasis,55,35,1760
El-Boustane Grill House,95,42,3736
El-Rahma Cuisine Haven,93,16,390
El-Mesk Cuisine Haven,32,40,5479
El-baraka Palace Kitchen,81,18,2421
El-baraka Palace Kitchen,76,27,787
El-baraka Palace Kitchen,38,56,5104
El-Boustane Taste Oasis,65,17,5064
Lalla Flavors Shack,68,58,5489
El-Mesk Flavors Shack,38,13,703
Lalla Grill House,79,30,4585
El-Magharibi Cuisine Haven,58,26,3679
El-Djenina Taste Oasis,89,27,501
El-Boustane Palace Kitchen,23,9,1138
El-baraka Flavors Shack,41,39,3733
Lalla Cuisine Haven,28,26,2791
El-Djenina Grill House,34,31,638
El-Magharibi Flavors Shack,85,7,5394
El-baraka Cuisine Haven,68,18,1359
El-Magharibi Palace Kitchen,80,37,715
El-baraka Taste Oasis,87,3,5423
El-baraka Palace Kitchen,24,55,2970
Lalla Grill House,35,21,2644
Lalla Cuisine Haven,96,49,1332
El-Rahma Taste Oasis,93,11,4620
Lalla Grill House,50,7,2175
Lalla Cuisine Haven,64,14,2976
El-baraka Taste Oasis,27,57,885
El-baraka Grill House,80,18,2594
El-Boustane Cuisine Haven,57,18,1018
El-Mesk Cuisine Haven,29,53,4886
El-baraka Cuisine Haven,73,7,3530
El-Mesk Taste Oasis,95,12,3070
El-Magharibi Palace Kitchen,58,57,1162
El-Magharibi Cuisine Haven,28,26,1014
El-Magharibi Palace Kitchen,92,26,3820
El-baraka Flavors Shack,48,16,2425
El-Rahma Taste Oasis,55,55,5190
El-Mesk Taste Oasis,71,35,2777
El-Rahma Cuisine Haven,88,56,3278
El-Djenina Cuisine Haven,79,46,1992
El-Boustane Cuisine Haven,33,1,4788
El-Rahma Palace Kitchen,80,14,4523
El-Magharibi Taste Oasis,33,9,2571
El-Magharibi Flavors Shack,86,13,3260
El-Rahma Flavors Shack,76,38,1731
El-Djenina Palace Kitchen,82,47,5065
El-Rahma Flavors Shack,67,53,1074
El-Magharibi Taste Oasis,93,6,4228
El-Djenina Flavors Shack,73,7,1511
El-Mesk Palace Kitchen,20,42,3783
El-Djenina Cuisine Haven,31,49,4404
El-Boustane Taste Oasis,89,15,4507
El-Djenina Taste Oasis,55,40,3916
El-Djenina Flavors Shack,48,43,3567
El-baraka Taste Oasis,57,44,2282
El-Djenina Grill House,69,24,746
El-Boustane Palace Kitchen,66,16,1292
El-Rahma Cuisine Haven,44,34,2779
Lalla Grill House,80,15,4311
El-Magharibi Taste Oasis,59,53,4053
El-Rahma Taste Oasis,82,41,1038
El-Djenina Taste Oasis,60,12,1854
El-Djenina Grill House,64,34,1808
Lalla Cuisine Haven,71,27,649
Lalla Palace Kitchen,61,7,1399
El-Djenina Flavors Shack,99,56,5773
El-Rahma Grill House,100,50,105
El-Mesk Palace Kitchen,85,1,3104
El-Rahma Palace Kitchen,52,21,4151
El-Rahma Taste Oasis,61,39,5640
Lalla Taste Oasis,88,17,2777
El-Djenina Flavors Shack,66,40,118
El-Boustane Grill House,84,39,3044
Lalla Flavors Shack,29,31,5577
El-Djenina Palace Kitchen,20,22,3561
Lalla Flavors Shack,91,38,3650
El-Magharibi Grill House,86,34,5660
El-baraka Cuisine Haven,25,17,1521
El-Mesk Cuisine Haven,64,2,2733
El-baraka Flavors Shack,36,47,5062
Lalla Flavors Shack,89,54,3339
El-baraka Flavors Shack,90,44,2943
El-Boustane Grill House,87,45,3914
El-Djenina Taste Oasis,72,16,207
El-Magharibi Grill House,49,30,2149
El-baraka Flavors Shack,31,13,3879
El-Mesk Flavors Shack,46,2,3477
El-Boustane Taste Oasis,61,23,2690
El-Magharibi Palace Kitchen,66,5,5502
El-Djenina Grill House,28,54,5430
El-baraka Cuisine Haven,51,3,3660
El-Boustane Cuisine Haven,51,47,4354
El-Djenina Flavors Shack,32,45,4928
El-baraka Grill House,97,47,2566
El-Magharibi Taste Oasis,76,4,465
El-baraka Grill House,32,40,5319
El-Rahma Flavors Shack,72,21,116
El-Boustane Flavors Shack,96,48,2600
Lalla Taste Oasis,91,28,796
El-Djenina Taste Oasis,88,54,3572
El-Djenina Cuisine Haven,54,53,4409
Lalla Cuisine Haven,23,16,1516
Lalla Cuisine Haven,85,40,1569
Lalla Palace Kitchen,69,28,4778
El-baraka Grill House,43,17,2230
El-Djenina Cuisine Haven,32,8,2511
El-Rahma Taste Oasis,100,45,4130
El-baraka Flavors Shack,80,40,637
Lalla Cuisine Haven,85,44,1251
El-Djenina Cuisine Haven,79,5,4070
Lalla Taste Oasis,66,51,4313
El-baraka Grill House,78,2,3849
El-Mesk Taste Oasis,58,56,1747
El-Rahma Grill House,67,3,1214
El-baraka Flavors Shack,87,21,3338
Lalla Grill House,63,50,5269
El-baraka Grill House,47,4,2063
El-Mesk Taste Oasis,34,51,4230
Lalla Flavors Shack,58,37,5601
El-Rahma Flavors Shack,58,20,4420
El-Magharibi Grill House,50,24,380
El-Djenina Grill House,55,12,3750
El-Magharibi Grill House,84,47,4686
El-baraka Grill House,26,46,452
El-Rahma Palace Kitchen,78,25,1909
El-baraka Taste Oasis,85,8,3874
El-Magharibi Cuisine Haven,99,45,1034
Lalla Palace Kitchen,42,13,3610
Lalla Cuisine Haven,90,18,3750
El-baraka Flavors Shack,81,29,910
El-Boustane Palace Kitchen,32,35,1880
El-baraka Taste Oasis,61,9,3920
El-baraka Cuisine Haven,61,49,4681
El-baraka Flavors Shack,49,21,3878
El-Boustane Flavors Shack,83,43,2089
El-Magharibi Taste Oasis,29,48,2328
El-Mesk Palace Kitchen,50,34,3585
Lalla Flavors Shack,21,6,4161
El-Magharibi Grill House,23,36,349
El-Rahma Taste Oasis,62,50,5638
El-baraka Grill House,26,1,2500
El-Magharibi Cuisine Haven,44,53,264
Lalla Flavors Shack,50,44,4933
El-Magharibi Flavors Shack,88,7,2374
El-Djenina Cuisine Haven,57,58,5777
El-Magharibi Grill House,78,37,1166
El-Mesk Grill House,65,10,3696
Lalla Grill House,46,15,3055
El-baraka Cuisine Haven,44,6,4102
El-baraka Cuisine Haven,73,29,552
Lalla Taste Oasis,63,45,434
Lalla Cuisine Haven,68,26,976
El-Mesk Flavors Shack,75,32,2822
El-Rahma Taste Oasis,100,34,563
El-baraka Flavors Shack,22,39,1927
El-Rahma Cuisine Haven,36,6,275
El-Magharibi Grill House,35,22,5205
El-Djenina Flavors Shack,93,17,2732
El-Mesk Cuisine Haven,20,5,1146
El-Mesk Grill House,85,22,1820
Lalla Taste Oasis,97,57,2657
El-Djenina Taste Oasis,89,29,2163
El-Magharibi Cuisine Haven,75,5,3673
Lalla Grill House,45,6,402
El-baraka Taste Oasis,79,15,656
El-Djenina Flavors Shack,31,35,4264
Lalla Cuisine Haven,97,14,3605
Lalla Taste Oasis,98,29,2226
El-Magharibi Taste Oasis,96,24,3558
El-Mesk Palace Kitchen,60,41,5673
El-baraka Grill House,58,49,771
El-baraka Grill House,80,11,1617
El-Rahma Flavors Shack,72,58,2236
El-Djenina Flavors Shack,56,17,4787
El-Rahma Grill House,52,2,4808
Lalla Taste Oasis,54,25,896
Lalla Taste Oasis,99,18,5802
El-Rahma Flavors Shack,69,46,5556
El-Rahma Palace Kitchen,99,22,4605
El-Mesk Flavors Shack,76,12,5120
El-Djenina Flavors Shack,51,5,5682
El-Mesk Taste Oasis,38,39,1279
El-Boustane Flavors Shack,82,46,5471
El-baraka Palace Kitchen,56,2,2349
Lalla Taste Oasis,73,10,3647
El-Djenina Palace Kitchen,85,31,2957
El-Rahma Palace Kitchen,42,19,733
El-Magharibi Palace Kitchen,28,30,325
El-baraka Palace Kitchen,47,16,2059
El-baraka Taste Oasis,30,10,2116
El-Rahma Cuisine Haven,64,24,265
El-baraka Grill House,86,36,3243
Lalla Grill House,29,46,5370
El-baraka Cuisine Haven,65,49,606
El-Magharibi Grill House,55,28,3423
El-Rahma Cuisine Haven,70,50,3395
El-baraka Grill House,75,9,1290
Lalla Cuisine Haven,22,28,5049
El-Mesk Palace Kitchen,39,4,2405
El-Magharibi Cuisine Haven,68,16,1857
El-Mesk Cuisine Haven,44,16,5481
El-Magharibi Taste Oasis,45,35,4046
El-Boustane Palace Kitchen,76,2,5137
Lalla Flavors Shack,46,15,468
El-Djenina Flavors Shack,27,22,2479
El-Magharibi Palace Kitchen,43,31,5573
El-Djenina Cuisine Haven,82,18,2651
El-Boustane Palace Kitchen,67,24,2412
El-Mesk Taste Oasis,66,29,1481
El-Boustane Cuisine Haven,99,1,3451
El-Rahma Palace Kitchen,57,53,5013
El-Magharibi Grill House,79,7,5113
El-Djenina Flavors Shack,37,31,1935
El-Rahma Palace Kitchen,64,45,321
Lalla Grill House,39,9,609
El-Magharibi Cuisine Haven,100,25,3126
El-Magharibi Cuisine Haven,40,23,553
El-Boustane Palace Kitchen,31,48,3585
El-Boustane Cuisine Haven,59,15,2641
El-Rahma Palace Kitchen,77,26,5672
Lalla Taste Oasis,68,40,4456
El-Djenina Flavors Shack,84,27,285
El-Magharibi Flavors Shack,25,29,3761
Lalla Grill House,96,22,1508
El-Mesk Taste Oasis,78,34,3413
El-baraka Palace Kitchen,89,38,1411
El-Rahma Grill House,35,56,3448
El-Rahma Cuisine Haven,75,5,1300
El-Boustane Flavors Shack,68,24,1035
El-Rahma Palace Kitchen,80,17,5559
El-Magharibi Palace Kitchen,79,18,1427
El-baraka Taste Oasis,73,57,2082
El-Rahma Flavors Shack,24,53,2160
El-Djenina Palace Kitchen,84,41,2213
El-Rahma Taste Oasis,95,25,4377
El-Djenina Grill House,20,10,1918
El-Djenina Taste Oasis,28,36,5556
El-Boustane Cuisine Haven,54,41,3803
Lalla Grill House,50,18,4010
El-Boustane Cuisine Haven,71,28,4326
El-Djenina Palace Kitchen,33,36,2497
El-Boustane Palace Kitchen,72,13,5396
El-Djenina Palace Kitchen,46,15,2465
El-Magharibi Cuisine Haven,48,48,992
Lalla Taste Oasis,68,45,2185
El-baraka Grill House,93,56,755
El-baraka Cuisine Haven,28,30,1271
El-baraka Cuisine Haven,63,50,4704
Lalla Palace Kitchen,81,40,340
El-Mesk Cuisine Haven,21,26,4179
Lalla Taste Oasis,79,31,1118
El-Rahma Palace Kitchen,82,42,150
El-Rahma Taste Oasis,91,5,2474
Lalla Taste Oasis,91,40,4668
Lalla Cuisine Haven,90,6,2549
El-Boustane Flavors Shack,63,4,2790
Lalla Flavors Shack,32,31,5746
El-Boustane Grill House,63,26,4946
El-Mesk Taste Oasis,85,25,2255
El-Djenina Taste Oasis,74,48,3299
El-Mesk Cuisine Haven,82,52,1871
El-Rahma Cuisine Haven,97,58,4478
El-Rahma Flavors Shack,41,10,2294
El-Rahma Palace Kitchen,97,26,3165
El-Mesk Palace Kitchen,72,33,501
Lalla Grill House,70,8,3295
El-baraka Taste Oasis,92,53,3565
Lalla Flavors Shack,61,33,1860
Lalla Grill House,96,9,2439
El-Magharibi Grill House,60,39,5011
El-Mesk Taste Oasis,80,55,1456
El-Djenina Flavors Shack,48,8,5111
El-Mesk Flavors Shack,94,2,3939
Lalla Taste Oasis,85,27,2504
El-Rahma Grill House,85,40,2910
El-Djenina Cuisine Haven,54,42,2431
El-Magharibi Cuisine Haven,90,6,4398
Lalla Palace Kitchen,55,9,2610
El-Magharibi Taste Oasis,40,40,95
Lalla Palace Kitchen,44,46,477
El-Djenina Cuisine Haven,79,3,5206
El-Magharibi Grill House,40,43,1845
El-Boustane Flavors Shack,57,48,5441
El-Rahma Flavors Shack,50,41,3929
El-Magharibi Cuisine Haven,81,46,2786
El-Djenina Cuisine Haven,78,1,5763
El-Djenina Taste Oasis,79,12,5666
El-Magharibi Palace Kitchen,98,14,1933
El-Mesk Cuisine Haven,20,20,4323
El-baraka Palace Kitchen,32,54,1216
Lalla Flavors Shack,99,23,3427
El-Magharibi Grill House,67,45,2341
El-Rahma Palace Kitchen,22,16,4416
El-Boustane Grill House,56,32,4846
El-Rahma Taste Oasis,87,3,3464
El-Boustane Flavors Shack,52,34,1444
El-Magharibi Flavors Shack,86,50,1145
El-Mesk Palace Kitchen,80,21,793
El-Boustane Cuisine Haven,84,4,633
El-Boustane Cuisine Haven,56,33,2903
El-Djenina Flavors Shack,88,19,2362
El-Magharibi Taste Oasis,38,5,2612
El-Mesk Palace Kitchen,71,13,2537
El-Boustane Taste Oasis,83,51,5050
El-Magharibi Cuisine Haven,50,40,4440
El-Magharibi Cuisine Haven,94,9,1629
El-Magharibi Taste Oasis,78,54,3489
El-Boustane Cuisine Haven,33,43,4532
El-Boustane Cuisine Haven,48,38,5181
El-Mesk Grill House,92,2,2866
Lalla Taste Oasis,50,36,620
El-baraka Palace Kitchen,92,32,2869
El-baraka Palace Kitchen,32,41,3495
El-Djenina Palace Kitchen,94,15,1288
El-Boustane Cuisine Haven,62,34,2934
El-Magharibi Grill House,22,20,1315
Lalla Taste Oasis,45,8,4046
El-baraka Palace Kitchen,45,32,1569
El-Magharibi Flavors Shack,43,54,1955
El-Rahma Taste Oasis,91,24,589
El-Magharibi Cuisine Haven,77,3,1125
El-Boustane Taste Oasis,22,12,5781
El-Mesk Palace Kitchen,58,2,1732
El-Mesk Cuisine Haven,91,6,5491
El-Mesk Taste Oasis,48,13,3673
El-baraka Flavors Shack,93,24,5729
El-Rahma Taste Oasis,76,29,1159
El-Mesk Palace Kitchen,64,17,5803
El-Djenina Taste Oasis,79,45,3279
El-Mesk Flavors Shack,87,6,5616
El-Magharibi Palace Kitchen,81,5,2656
El-baraka Flavors Shack,78,55,2153
El-Mesk Palace Kitchen,87,19,2463
El-Magharibi Grill House,78,21,2522
El-Boustane Grill House,57,22,2753
El-Magharibi Grill House,27,17,1425
El-Rahma Cuisine Haven,57,44,1182
El-Rahma Palace Kitchen,72,58,5746
El-Djenina Taste Oasis,36,33,4006
El-Boustane Taste Oasis,35,16,5040
El-Boustane Palace Kitchen,68,32,4596
El-Rahma Taste Oasis,24,12,3600
El-Djenina Flavors Shack,41,24,4890
El-Mesk Palace Kitchen,86,35,2417
El-Djenina Flavors Shack,80,26,1908
El-Mesk Cuisine Haven,85,54,2406
El-baraka Cuisine Haven,48,47,4136
El-Djenina Palace Kitchen,36,9,2216
El-Rahma Flavors Shack,40,16,3542
El-Magharibi Cuisine Haven,62,2,4254
El-Rahma Flavors Shack,95,32,3382
El-Rahma Palace Kitchen,22,8,2220
El-Boustane Taste Oasis,21,3,4087
El-Mesk Palace Kitchen,35,31,3287
El-Boustane Grill House,98,9,348
El-Rahma Flavors Shack,51,32,2840
El-Rahma Cuisine Haven,42,14,4760
El-baraka Taste Oasis,33,2,737
El-Magharibi Taste Oasis,78,10,4168
El-Mesk Grill House,68,29,3983
El-Djenina Taste Oasis,41,47,2973
El-Rahma Cuisine Haven,91,24,3501
El-Rahma Grill House,89,51,1421
El-baraka Palace Kitchen,35,49,2693
El-Boustane Taste Oasis,43,17,928
Lalla Cuisine Haven,40,41,1872
El-baraka Flavors Shack,97,44,3507
El-Boustane Flavors Shack,23,52,5546
El-Rahma Palace Kitchen,45,53,3780
Lalla Grill House,57,53,4133
El-Magharibi Cuisine Haven,51,42,3604
El-Djenina Cuisine Haven,63,21,1936
El-Boustane Grill House,35,42,3750
El-Mesk Flavors Shack,31,46,3841
El-baraka Flavors Shack,92,20,2896
El-Mesk Taste Oasis,61,22,4612
El-Magharibi Cuisine Haven,26,22,2360
El-Boustane Palace Kitchen,21,50,2137
El-Rahma Palace Kitchen,80,11,3370
El-Boustane Cuisine Haven,72,4,299
El-Boustane Flavors Shack,47,17,2021
El-Rahma Palace Kitchen,50,10,1647
El-Magharibi Flavors Shack,25,28,790
El-Mesk Flavors Shack,75,1,3954
El-baraka Cuisine Haven,69,17,2473
El-Boustane Palace Kitchen,63,32,3197
Lalla Taste Oasis,98,13,5116
El-baraka Cuisine Haven,45,21,262
El-Mesk Cuisine Haven,87,46,3109
El-baraka Palace Kitchen,91,35,4128
El-Boustane Flavors Shack,22,54,4975
El-Magharibi Grill House,88,11,4418
El-Djenina Palace Kitchen,70,42,2251
El-Mesk Grill House,66,31,3332
El-Magharibi Flavors Shack,36,53,3600
El-Djenina Cuisine Haven,70,5,5253
El-Mesk Cuisine Haven,43,19,5134
El-Mesk Flavors Shack,59,6,4553
El-Magharibi Palace Kitchen,96,51,2300
El-Djenina Grill House,70,20,4432
El-Rahma Flavors Shack,96,11,5772
Lalla Grill House,67,10,1811
El-Djenina Taste Oasis,49,13,3348
El-Djenina Taste Oasis,73,30,1586
El-Boustane Grill House,35,9,1466
